 TIME                    	Twb                      	Tcw                      	Tchw                     	Twind                    	Td                       	Gcw                      	Gchw                     	Qfuhe                    	PUE                      	
 8254.67    -5.69    17.09    17.73    26.03    10.83     1.00     0.30    80.36     1.25
 8254.83    -5.78    17.05    17.69    26.00    10.84     1.00     0.30    80.41     1.25
 8255.00    -5.88    17.01    17.66    25.96    10.84     1.00     0.30    80.46     1.25
 8255.17    -5.97    16.97    17.62    25.93    10.85     1.00     0.30    80.52     1.25
 8255.33    -6.06    16.93    17.58    25.89    10.86     1.00     0.30    80.59     1.25
 8255.50    -6.16    16.89    17.55    25.85    10.87     1.00     0.30    80.68     1.25
 8255.67    -6.25    16.85    17.53    25.79    10.89     1.00     0.31    80.77     1.25
 8255.83    -6.34    16.81    17.51    25.72    10.91     1.00     0.31    80.88     1.25
 8256.00    -6.44    16.77    17.48    25.67    10.92     1.00     0.32    81.00     1.25
 8256.17    -6.53    16.73    17.48    25.59    10.95     1.00     0.33    81.14     1.25
 8256.33    -6.61    16.69    17.45    25.53    10.95     1.00     0.33    81.30     1.25
 8256.50    -6.70    16.65    17.46    25.45    10.99     1.00     0.34    81.48     1.25
 8256.67    -6.79    16.62    17.44    25.40    11.00     1.00     0.34    81.68     1.25
 8256.83    -6.88    16.58    17.43    25.30    11.04     1.00     0.36    81.91     1.25
 8257.00    -6.97    16.54    17.40    25.26    11.06     1.00     0.36    82.17     1.25
 8257.17    -7.05    16.50    17.43    25.18    11.10     1.00     0.38    82.46     1.25
 8257.33    -7.13    16.46    17.43    25.10    11.12     1.00     0.39    82.78     1.25
 8257.50    -7.22    16.43    17.45    25.04    11.17     1.00     0.40    83.14     1.25
 8257.67    -7.30    16.39    17.47    25.00    11.21     1.00     0.42    83.54     1.24
 8257.83    -7.38    16.36    17.51    24.92    11.26     1.00     0.44    83.98     1.24
 8258.00    -7.47    16.33    17.54    24.87    11.31     1.00     0.46    84.47     1.24
 8258.17    -7.55    16.29    17.59    24.85    11.38     1.00     0.49    85.00     1.24
 8258.33    -7.65    16.26    17.65    24.82    11.46     1.00     0.52    85.57     1.24
 8258.50    -7.75    16.23    17.71    24.79    11.54     1.00     0.56    86.19     1.25
 8258.67    -7.86    16.19    17.77    24.77    11.62     1.00     0.60    86.85     1.25
 8258.83    -7.96    16.15    17.84    24.73    11.71     1.00     0.65    87.56     1.25
 8259.00    -8.05    16.11    17.92    24.72    11.78     1.00     0.71    88.31     1.25
 8259.17    -8.11    16.08    18.01    24.72    11.86     1.00     0.78    89.10     1.25
 8259.33    -8.16    16.05    18.10    24.74    11.96     1.00     0.86    89.92     1.25
 8259.50    -8.20    16.03    18.20    24.77    12.06     1.00     0.94    90.76     1.25
 8259.67    -8.23    16.01    18.26    24.81    12.16     1.00     1.00    91.63     1.25
 8259.83    -8.25    16.00    18.26    24.86    12.26     1.00     1.00    92.50     1.25
 8260.00    -8.29    15.99    18.27    24.92    12.37     1.00     1.00    93.38     1.25
 8260.17    -8.35    15.97    18.28    24.99    12.48     1.00     1.00    94.25     1.25
 8260.33    -8.43    15.96    18.28    25.04    12.58     1.00     1.00    95.10     1.25
 8260.50    -8.52    15.94    18.28    25.10    12.69     1.00     1.00    95.92     1.24
 8260.67    -8.60    15.92    18.28    25.15    12.79     1.00     1.00    96.69     1.24
 8260.83    -8.69    15.90    18.28    25.19    12.89     1.00     1.00    97.41     1.24
 8261.00    -8.76    15.88    18.27    25.23    12.97     1.00     1.00    98.05     1.24
 8261.17    -8.82    15.86    18.27    25.26    13.05     1.00     1.00    98.63     1.24
 8261.33    -8.87    15.84    18.26    25.29    13.12     1.00     1.00    99.11     1.24
 8261.50    -8.90    15.82    18.25    25.31    13.18     1.00     1.00    99.49     1.23
 8261.67    -8.94    15.81    18.25    25.32    13.22     1.00     1.00    99.77     1.23
 8261.83    -8.97    15.79    18.24    25.33    13.25     1.00     1.00    99.94     1.23
 8262.00    -9.01    15.78    18.23    25.33    13.27     1.00     1.00   100.00     1.23
 8262.17    -9.05    15.77    18.22    25.32    13.28     1.00     1.00    99.94     1.23
 8262.33    -9.12    15.75    18.20    25.30    13.27     1.00     1.00    99.77     1.23
 8262.50    -9.18    15.73    18.18    25.27    13.25     1.00     1.00    99.50     1.23
 8262.67    -9.25    15.71    18.15    25.22    13.21     1.00     1.00    99.11     1.24
 8262.83    -9.32    15.68    18.11    25.16    13.16     1.00     1.00    98.63     1.24
 8263.00    -9.39    15.65    18.07    25.09    13.10     1.00     1.00    98.06     1.24
 8263.17    -9.42    15.63    18.04    25.02    13.03     1.00     1.00    97.42     1.24
 8263.33    -9.40    15.60    18.00    24.94    12.95     1.00     1.00    96.70     1.24
 8263.50    -9.37    15.59    17.96    24.86    12.86     1.00     1.00    95.93     1.24
 8263.67    -9.31    15.57    17.93    24.78    12.76     1.00     1.00    95.11     1.25
 8263.83    -9.20    15.57    17.91    24.71    12.66     1.00     1.00    94.26     1.25
 8264.00    -9.03    15.58    17.90    24.64    12.54     1.00     1.00    93.39     1.25
 8264.17    -8.84    15.61    17.90    24.58    12.43     1.00     1.00    92.52     1.25
 8264.33    -8.68    15.64    17.92    24.54    12.31     1.00     1.00    91.64     1.25
 8264.50    -8.48    15.69    17.94    24.51    12.20     1.00     1.00    90.78     1.26
 8264.67    -8.25    15.75    17.98    24.49    12.09     1.00     1.00    89.93     1.26
 8264.83    -8.01    15.82    18.03    24.48    11.98     1.00     1.00    89.11     1.26
 8265.00    -7.76    15.89    18.08    24.49    11.87     1.00     1.00    88.32     1.26
 8265.17    -7.52    15.98    18.15    24.50    11.77     1.00     1.00    87.57     1.27
 8265.33    -7.29    16.07    18.22    24.53    11.67     1.00     1.00    86.86     1.27
 8265.50    -7.05    16.16    18.29    24.56    11.58     1.00     1.00    86.20     1.27
 8265.67    -6.82    16.25    18.37    24.60    11.50     1.00     1.00    85.58     1.27
 8265.83    -6.61    16.34    18.45    24.64    11.42     1.00     1.00    85.00     1.27
 8266.00    -6.40    16.44    18.53    24.68    11.35     1.00     1.00    84.48     1.28
 8266.17    -6.18    16.53    18.61    24.73    11.29     1.00     1.00    83.99     1.28
 8266.33    -5.94    16.63    18.70    24.79    11.23     1.00     1.00    83.55     1.28
 8266.50    -5.71    16.72    18.78    24.85    11.17     1.00     1.00    83.15     1.28
 8266.67    -5.49    16.82    18.87    24.91    11.12     1.00     1.00    82.79     1.28
 8266.83    -5.28    16.91    18.96    24.98    11.08     1.00     1.00    82.46     1.28
 8267.00    -5.07    17.01    19.05    25.05    11.04     1.00     1.00    82.17     1.28
 8267.17    -4.86    17.10    19.13    25.12    11.00     1.00     1.00    81.91     1.29
 8267.33    -4.65    17.20    19.22    25.19    10.97     1.00     1.00    81.68     1.29
 8267.50    -4.46    17.29    19.31    25.26    10.94     1.00     1.00    81.48     1.29
 8267.67    -4.29    17.37    19.39    25.33    10.92     1.00     1.00    81.30     1.29
 8267.83    -4.13    17.46    19.47    25.41    10.90     1.00     1.00    81.14     1.29
 8268.00    -3.99    17.54    19.55    25.47    10.88     1.00     1.00    81.00     1.29
 8268.17    -3.57    17.63    19.63    25.55    10.86     1.00     1.00    80.88     1.29
 8268.33    -3.44    17.72    19.72    25.63    10.84     1.00     1.00    80.77     1.29
 8268.50    -3.34    17.80    19.80    25.71    10.83     1.00     1.00    80.68     1.29
 8268.67    -3.24    17.87    19.87    25.77    10.82     1.00     1.00    80.59     1.29
 8268.83    -3.16    17.93    19.93    25.83    10.82     1.00     1.00    80.52     1.29
 8269.00    -3.10    17.98    19.98    25.88    10.81     1.00     1.00    80.46     1.29
 8269.17    -3.01    18.03    20.03    25.93    10.81     1.00     1.00    80.41     1.29
 8269.33    -2.91    18.08    20.07    25.97    10.80     1.00     1.00    80.36     1.29
 8269.50    -2.82    18.12    20.12    26.01    10.80     1.00     1.00    80.32     1.29
 8269.67    -2.74    18.16    20.17    26.05    10.79     1.00     1.00    80.28     1.29
 8269.83    -2.67    18.20    20.21    26.09    10.79     1.00     1.00    80.25     1.29
 8270.00    -2.60    18.23    20.24    26.13    10.78     1.00     1.00    80.22     1.29
 8270.17    -2.56    18.26    20.27    26.16    10.78     1.00     1.00    80.20     1.29
 8270.33    -2.56    18.29    20.30    26.18    10.78     1.00     1.00    80.18     1.29
 8270.50    -2.57    18.30    20.32    26.20    10.78     1.00     1.00    80.16     1.29
 8270.67    -2.59    18.31    20.33    26.21    10.79     1.00     1.00    80.15     1.29
 8270.83    -2.62    18.32    20.32    26.21    10.79     1.00     1.00    80.13     1.29
 8271.00    -2.68    18.31    20.33    26.22    10.79     1.00     1.00    80.12     1.29
 8271.17    -2.74    18.30    20.30    26.20    10.80     1.00     1.00    80.11     1.29
 8271.33    -2.81    18.29    20.29    26.18    10.80     1.00     1.00    80.10     1.29
 8271.50    -2.91    18.26    20.26    26.16    10.80     1.00     1.00    80.09     1.29
 8271.67    -3.02    18.23    20.24    26.13    10.80     1.00     1.00    80.09     1.29
 8271.83    -3.14    18.19    20.20    26.10    10.81     1.00     1.00    80.08     1.29
 8272.00    -3.28    18.15    20.16    26.06    10.81     1.00     1.00    80.07     1.29
 8272.17    -3.40    18.10    20.11    26.01    10.81     1.00     1.00    80.07     1.29
 8272.33    -3.80    18.04    20.04    25.95    10.82     1.00     1.00    80.07     1.29
 8272.50    -3.97    17.96    19.96    25.88    10.83     1.00     1.00    80.06     1.29
 8272.67    -4.14    17.88    19.89    25.80    10.83     1.00     1.00    80.06     1.29
 8272.83    -4.29    17.80    19.81    25.72    10.83     1.00     1.00    80.06     1.29
 8273.00    -4.38    17.73    19.73    25.64    10.83     1.00     1.00    80.06     1.29
 8273.17    -4.45    17.66    19.67    25.58    10.82     1.00     1.00    80.05     1.29
 8273.33    -4.53    17.61    19.61    25.52    10.82     1.00     1.00    80.05     1.29
 8273.50    -4.61    17.56    19.57    25.47    10.81     1.00     1.00    80.05     1.29
 8273.67    -4.68    17.52    19.52    25.42    10.81     1.00     1.00    80.05     1.29
 8273.83    -4.75    17.48    19.48    25.38    10.81     1.00     1.00    80.05     1.29
 8274.00    -4.83    17.45    19.45    25.34    10.81     1.00     1.00    80.05     1.29
 8274.17    -4.92    17.41    19.41    25.31    10.81     1.00     1.00    80.05     1.29
 8274.33    -5.02    17.37    19.37    25.27    10.81     1.00     1.00    80.05     1.29
 8274.50    -5.11    17.33    19.34    25.23    10.81     1.00     1.00    80.05     1.29
 8274.67    -5.21    17.30    19.30    25.19    10.81     1.00     1.00    80.05     1.29
 8274.83    -5.30    17.26    19.26    25.16    10.81     1.00     1.00    80.05     1.29
 8275.00    -5.39    17.22    19.22    25.12    10.81     1.00     1.00    80.06     1.29
 8275.17    -5.45    17.18    19.18    25.08    10.81     1.00     1.00    80.06     1.29
 8275.33    -5.50    17.15    19.15    25.05    10.81     1.00     1.00    80.06     1.29
 8275.50    -5.55    17.12    19.12    25.02    10.81     1.00     1.00    80.06     1.29
 8275.67    -5.60    17.09    19.09    24.99    10.81     1.00     1.00    80.07     1.29
 8275.83    -5.66    17.07    19.07    24.96    10.81     1.00     1.00    80.07     1.29
 8276.00    -5.71    17.04    19.04    24.93    10.81     1.00     1.00    80.07     1.29
 8276.17    -5.76    17.01    19.01    24.91    10.81     1.00     1.00    80.08     1.29
 8276.33    -5.81    16.99    18.99    24.88    10.81     1.00     1.00    80.09     1.29
 8276.50    -5.86    16.97    18.97    24.86    10.81     1.00     1.00    80.09     1.29
 8276.67    -5.91    16.94    18.94    24.83    10.81     1.00     1.00    80.10     1.29
 8276.83    -5.97    16.92    18.92    24.81    10.81     1.00     1.00    80.11     1.29
 8277.00    -6.02    16.89    18.89    24.79    10.81     1.00     1.00    80.12     1.29
 8277.17    -6.07    16.87    18.87    24.76    10.81     1.00     1.00    80.13     1.29
 8277.33    -6.12    16.84    18.85    24.74    10.82     1.00     1.00    80.15     1.29
 8277.50    -6.19    16.82    18.82    24.72    10.82     1.00     1.00    80.16     1.29
 8277.67    -6.25    16.79    18.79    24.69    10.82     1.00     1.00    80.18     1.29
 8277.83    -6.32    16.77    18.77    24.67    10.82     1.00     1.00    80.20     1.29
 8278.00    -6.38    16.74    18.74    24.64    10.83     1.00     1.00    80.22     1.29
 8278.17    -6.42    16.71    18.72    24.62    10.83     1.00     1.00    80.25     1.29
 8278.33    -6.46    16.69    18.69    24.59    10.83     1.00     1.00    80.28     1.29
 8278.50    -6.50    16.66    18.67    24.57    10.84     1.00     1.00    80.32     1.29
 8278.67    -6.54    16.64    18.65    24.55    10.84     1.00     1.00    80.36     1.29
 8278.83    -6.58    16.62    18.63    24.54    10.85     1.00     1.00    80.41     1.29
 8279.00    -6.62    16.60    18.61    24.52    10.85     1.00     1.00    80.46     1.29
 8279.17    -6.65    16.58    18.59    24.50    10.86     1.00     1.00    80.52     1.29
 8279.33    -6.69    16.56    18.57    24.49    10.87     1.00     1.00    80.59     1.29
 8279.50    -6.72    16.54    18.55    24.48    10.87     1.00     1.00    80.68     1.29
 8279.67    -6.75    16.52    18.54    24.46    10.88     1.00     1.00    80.77     1.29
 8279.83    -6.79    16.51    18.52    24.45    10.90     1.00     1.00    80.88     1.29
 8280.00    -6.82    16.49    18.51    24.44    10.91     1.00     1.00    81.00     1.29
 8280.17    -6.88    16.47    18.49    24.44    10.93     1.00     1.00    81.14     1.29
 8280.33    -6.94    16.45    18.47    24.43    10.94     1.00     1.00    81.30     1.29
 8280.50    -6.98    16.43    18.46    24.42    10.97     1.00     1.00    81.48     1.29
 8280.67    -7.03    16.41    18.44    24.42    10.99     1.00     1.00    81.68     1.29
 8280.83    -7.06    16.39    18.43    24.42    11.01     1.00     1.00    81.91     1.29
 8281.00    -7.09    16.38    18.42    24.42    11.04     1.00     1.00    82.17     1.28
 8281.17    -7.11    16.37    18.41    24.43    11.07     1.00     1.00    82.46     1.28
 8281.33    -7.12    16.35    18.41    24.44    11.11     1.00     1.00    82.78     1.28
 8281.50    -7.12    16.35    18.41    24.46    11.15     1.00     1.00    83.14     1.28
 8281.67    -7.13    16.34    18.41    24.49    11.19     1.00     1.00    83.54     1.28
 8281.83    -7.14    16.34    18.41    24.51    11.24     1.00     1.00    83.98     1.28
 8282.00    -7.14    16.33    18.42    24.55    11.30     1.00     1.00    84.47     1.28
 8282.17    -7.16    16.33    18.43    24.59    11.36     1.00     1.00    85.00     1.27
 8282.33    -7.17    16.33    18.44    24.63    11.42     1.00     1.00    85.57     1.27
 8282.50    -7.19    16.32    18.45    24.67    11.50     1.00     1.00    86.19     1.27
 8282.67    -7.20    16.32    18.46    24.72    11.57     1.00     1.00    86.85     1.27
 8282.83    -7.22    16.32    18.47    24.78    11.66     1.00     1.00    87.56     1.27
 8283.00    -7.23    16.32    18.49    24.84    11.75     1.00     1.00    88.31     1.26
 8283.17    -7.26    16.32    18.50    24.90    11.84     1.00     1.00    89.10     1.26
 8283.33    -7.30    16.32    18.52    24.96    11.94     1.00     1.00    89.92     1.26
 8283.50    -7.33    16.31    18.54    25.03    12.04     1.00     1.00    90.76     1.26
 8283.67    -7.35    16.31    18.55    25.10    12.14     1.00     1.00    91.63     1.25
 8283.83    -7.38    16.31    18.57    25.17    12.25     1.00     1.00    92.50     1.25
